"number","agecat","governorate","gender","q20","q24","q37","geoid"
"206","Under 25","بيروت","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"207","55-64","بيروت","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","لا اعرف","1618"
"208","25-34","بيروت","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"209","45-54","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"210","35-44","بيروت","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"211","35-44","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1618"
"212","25-34","بيروت","Female","راضٍ(ية) تماماً","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"213","Under 25","بيروت","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"214","Under 25","بيروت","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"215","25-34","بيروت","Female","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"216","45-54","بيروت","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"217","Under 25","بيروت","Female","إلى حدٍ ما","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","النسبية مع لبنان دائرة واحدة","1618"
"218","25-34","بيروت","Female","إلى حدٍ ما","لا تهمّني السياسة","لا اعرف","1618"
"219","25-34","بيروت","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"220","25-34","بيروت","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","لا اعرف","1618"
"221","65 and above","بيروت","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1618"
"222","55-64","بيروت","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1618"
"223","25-34","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"224","25-34","بيروت","Female","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1618"
"225","25-34","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"226","Under 25","بيروت","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"227","Under 25","بيروت","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","لا جواب","1618"
"228","25-34","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1618"
"229","25-34","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","النسبية مع دوائر صغرى","1618"
"230","45-54","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"231","25-34","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"232","Under 25","بيروت","Male","راضٍ(ية) تماماً","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"233","25-34","بيروت","Male","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1618"
"234","25-34","بيروت","Female","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"235","Under 25","بيروت","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"236","25-34","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1618"
"237","35-44","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1618"
"238","25-34","بيروت","Male","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"239","25-34","بيروت","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","الأكثرية مع تصغير الدوائر","1618"
"240","25-34","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1618"
"241","Under 25","بيروت","Female","غير راضٍ(ية","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1618"
"242","25-34","بيروت","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1618"
"243","25-34","بيروت","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1618"
"244","Under 25","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","NA","1618"
"245","Under 25","بيروت","Female","إلى حدٍ ما","لا تهمّني السياسة","NA","1618"
"246","Under 25","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1618"
"247","35-44","بيروت","Male","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1618"
"248","Under 25","بيروت","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1618"
"249","Under 25","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","NA","1618"
"250","25-34","بيروت","Female","إلى حدٍ ما","منتمي(ة) إلى حزب/تيار سياسي","NA","1618"
"251","Under 25","بيروت","Female","غير راضٍ(ية","ناشط(ة) في المجتمع المدني واهتم بالسياسة لكن لا أميل الى أي ","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"252","NA","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع لبنان دائرة واحدة","1618"
"253","45-54","بيروت","Male","غير راضٍ(ية","لا تهمّني السياسة","لا جواب","1618"
"254","35-44","بيروت","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1618"
"255","55-64","بيروت","Male","غير راضٍ(ية","لا تهمّني السياسة","النسبية مع دوائر صغرى","1618"
"256","35-44","بيروت","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع لبنان دائرة واحدة","1618"
"257","25-34","بيروت","Female","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1618"
"258","45-54","بيروت","Male","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"259","25-34","بيروت","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"260","25-34","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"261","Under 25","بيروت","Male","غير راضٍ(ية","لا تهمّني السياسة","NA","1618"
"262","25-34","بيروت","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","النسبية مع دوائر صغرى","1618"
"263","Under 25","بيروت","Male","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"264","35-44","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","NA","1618"
"265","65 and above","بيروت","Male","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","الأكثرية مع تصغير الدوائر","1618"
"266","25-34","بيروت","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع لبنان دائرة واحدة","1618"
"267","25-34","بيروت","Female","راضٍ(ية) تماماً","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع انتخاب كل شخص لنواب طائفته","1618"
"268","25-34","بيروت","Female","إلى حدٍ ما","مشجع(ة) أو داعم(ة) لحزب/تيار سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"269","55-64","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"270","65 and above","بيروت","Female","إلى حدٍ ما","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
"271","55-64","بيروت","Male","غير راضٍ(ية","اهتم بالسياسة لكن لا أميل إلى أي طرف سياسي","لا جواب","1618"
"272","65 and above","بيروت","Female","غير راضٍ(ية","لا تهمّني السياسة","لا اعرف","1618"
"273","Under 25","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","لا جواب","1618"
"274","45-54","بيروت","Male","غير راضٍ(ية","منتمي(ة) إلى حزب/تيار سياسي","النسبية مع دوائر كبرى ","1618"
"275","25-34","بيروت","Male","إلى حدٍ ما","لا تهمّني السياسة","نظام مختلط (يجمع بين النظامين النسبي والأكثري)","1618"
